case_index,layout,gpu_layers,cpu_offload_ratio,batch_size,sequence_length,new_tokens,name,category,src,dst,bytes,wall_ms,phase
3,prefix,12,0.0,1,128,8,argmax,gpu_compute,,cuda:0,0,0.068101,prefill
3,prefix,12,0.0,1,128,8,output_token,token_copy,cuda:0,cpu,8,0.037416,prefill
3,prefix,12,0.0,1,128,8,embeddings,gpu_compute,,cuda:0,0,0.107733,decode
3,prefix,12,0.0,1,128,8,block_0,gpu_compute,,cuda:0,0,0.663148,decode
3,prefix,12,0.0,1,128,8,block_1,gpu_compute,,cuda:0,0,0.640116,decode
3,prefix,12,0.0,1,128,8,block_2,gpu_compute,,cuda:0,0,0.626475,decode
3,prefix,12,0.0,1,128,8,block_3,gpu_compute,,cuda:0,0,0.616083,decode
3,prefix,12,0.0,1,128,8,block_4,gpu_compute,,cuda:0,0,0.637539,decode
3,prefix,12,0.0,1,128,8,block_5,gpu_compute,,cuda:0,0,0.623992,decode
3,prefix,12,0.0,1,128,8,block_6,gpu_compute,,cuda:0,0,0.569271,decode
3,prefix,12,0.0,1,128,8,block_7,gpu_compute,,cuda:0,0,0.607756,decode
3,prefix,12,0.0,1,128,8,block_8,gpu_compute,,cuda:0,0,0.589738,decode
3,prefix,12,0.0,1,128,8,block_9,gpu_compute,,cuda:0,0,0.586068,decode
3,prefix,12,0.0,1,128,8,block_10,gpu_compute,,cuda:0,0,0.609642,decode
3,prefix,12,0.0,1,128,8,block_11,gpu_compute,,cuda:0,0,0.573333,decode
3,prefix,12,0.0,1,128,8,final_norm,gpu_compute,,cuda:0,0,0.041046,decode
3,prefix,12,0.0,1,128,8,lm_head,gpu_compute,,cuda:0,0,0.65107,decode
3,prefix,12,0.0,1,128,8,argmax,gpu_compute,,cuda:0,0,0.066148,decode
3,prefix,12,0.0,1,128,8,output_token,token_copy,cuda:0,cpu,8,0.038498,decode
4,prefix,6,0.5,1,32,8,input_ids,token_copy,cpu,cuda:0,256,0.068045,prefill
4,prefix,6,0.5,1,32,8,embeddings,gpu_compute,,cuda:0,0,0.220705,prefill
4,prefix,6,0.5,1,32,8,block_0,gpu_compute,,cuda:0,0,0.999956,prefill
4,prefix,6,0.5,1,32,8,block_1,gpu_compute,,cuda:0,0,0.939791,prefill
4,prefix,6,0.5,1,32,8,block_2,gpu_compute,,cuda:0,0,1.052368,prefill
4,prefix,6,0.5,1,32,8,block_3,gpu_compute,,cuda:0,0,1.115174,prefill
